"Time","Q"
2017-04-23,147.6955948
2017-04-24,151.4648349
2017-04-25,158.3973496
2017-04-26,160.1671517
2017-04-27,157.0495519
2017-04-28,158.8188488
2017-04-29,155.4640421
2017-04-30,143.3959612
2017-05-01,144.0913169
2017-05-02,148.5806464
2017-05-03,155.8643757
2017-05-04,158.385899
2017-05-05,156.8969379
2017-05-06,163.0254087
2017-05-07,148.5925384
2017-05-08,148.169581
2017-05-09,157.5297069
2017-05-10,159.7833362
2017-05-11,158.2084172
2017-05-12,160.0387281
2017-05-13,159.2738485
2017-05-14,139.3250877
2017-05-15,152.1461688
2017-05-16,140.1298576
2017-05-17,162.2561833
2017-05-18,159.5220473
2017-05-19,158.6923473
2017-05-20,158.1492584
2017-05-21,143.0507523
2017-05-22,152.8249995
2017-05-23,156.7350151
2017-05-24,152.9665734
2017-05-25,155.6474818
2017-05-26,156.439395
2017-05-27,156.9762967
2017-05-28,143.2951559
2017-05-29,146.9745938
2017-05-30,150.2154443
2017-05-31,147.3988706
2017-06-01,149.5709618
2017-06-02,156.0331911
2017-06-03,154.557793
2017-06-04,141.0763696
2017-06-05,144.2064221
2017-06-06,151.5789811
2017-06-07,137.8098693
2017-06-08,155.9205397
2017-06-09,150.1391314
2017-06-10,155.1248406
2017-06-11,140.4868673
2017-06-12,149.0556426
2017-06-13,151.2887614
2017-06-14,147.8060361
2017-06-15,148.352329
2017-06-16,150.0602619
2017-06-17,146.8143215
2017-06-18,119.4005243
2017-06-19,143.2898903
2017-06-20,146.7380306
2017-06-21,148.5844561
2017-06-22,146.3241909
2017-06-23,151.3369693
2017-06-24,150.2990445
2017-06-25,141.8827792
2017-06-26,143.081183
2017-06-27,145.6989577
2017-06-28,147.7124785
2017-06-29,147.4679281
2017-06-30,146.3023061
2017-07-01,142.1824355
2017-07-02,133.3455779
2017-07-03,124.9235017
2017-07-04,153.9082614
2017-07-05,146.659025
2017-07-06,147.3594345
2017-07-07,146.0648428
2017-07-08,146.5173744
2017-07-09,135.3182659
2017-07-10,141.9218235
2017-07-11,143.2328804
2017-07-12,144.1629689
2017-07-13,146.3080203
2017-07-14,146.9084377
2017-07-15,143.6829973
2017-07-16,132.6482677
2017-07-17,143.4754341
2017-07-18,141.4859792
2017-07-19,144.4168321
2017-07-20,141.0939233
2017-07-21,130.5245362
2017-07-22,143.9981955
2017-07-23,130.9830824
2017-07-24,133.0849698
2017-07-25,132.2222348
2017-07-26,127.2444884
2017-07-27,140.1664009
2017-07-28,128.2872599
2017-07-29,122.4665306
2017-07-30,126.2775617
2017-07-31,139.6306441
2017-08-01,139.6752135
2017-08-02,141.3499578
2017-08-03,140.9395082
2017-08-04,142.936742
2017-08-05,141.6437289
2017-08-06,130.417069
2017-08-07,139.9589869
2017-08-08,144.5038422
2017-08-09,131.6215621
2017-08-10,141.9935802
2017-08-11,139.7318009
2017-08-12,144.585581
2017-08-13,131.9433505
2017-08-14,142.1807426
2017-08-15,143.008693
2017-08-16,140.2893459
2017-08-17,141.182065
2017-08-18,138.0090189
2017-08-19,140.5139259
2017-08-20,124.4131761
2017-08-21,133.5566082
2017-08-22,143.980266
2017-08-23,138.4864529
2017-08-24,137.5840201
2017-08-25,138.0830485
2017-08-26,144.6438918
2017-08-27,130.4121764
2017-08-28,135.5952002
2017-08-29,137.3408456
2017-08-30,134.6875616
2017-08-31,135.1087699
2017-09-01,139.4070133
2017-09-02,141.0445648
2017-09-03,133.7546264
2017-09-04,137.4684227
2017-09-05,143.3315052
2017-09-06,140.1463619
2017-09-07,146.7101568
2017-09-08,142.4129445
2017-09-09,140.4856849
2017-09-10,133.8558193
2017-09-11,135.4903744
2017-09-12,142.6514559
2017-09-13,142.8930792
2017-09-14,140.4523687
2017-09-15,143.4091788
2017-09-16,144.3719571
2017-09-17,135.5717258
2017-09-18,137.8572772
2017-09-19,141.0234886
2017-09-20,137.0441708
2017-09-21,142.1388171
2017-09-22,145.3502141
2017-09-23,147.3031486
2017-09-24,145.7267512
2017-09-25,146.3844185
2017-09-26,146.5142202
2017-09-27,145.7333067
2017-09-28,148.62365
2017-09-29,148.6697636
2017-09-30,144.8442529
2017-10-01,137.858603
2017-10-02,121.7485383
2017-10-03,150.6667466
2017-10-04,148.596391
2017-10-05,147.7006511
2017-10-06,141.9286685
2017-10-07,143.9715341
2017-10-08,135.1379615
2017-10-09,141.2116485
2017-10-10,141.6587379
2017-10-11,140.6981213
2017-10-12,146.7477502
